company/brand,stage,amount,location,what_it_does,funded_year,investors,founded,sector,headquarter,founders,investor,column10
Asirvad Microfinance,,15000000.0,,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2021.0,,2007.0,FinTech,Chennai,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc",
Avalon Labs,Series A,3600000.0,,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021.0,,2017.0,FinTech,Bangalore,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",
Betterhalf.ai,Series A,3000000.0,,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021.0,,2016.0,Matrimony,Bangalore,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",
Koo,Series B,30000000.0,,Koo App operates as a microblogging app.,2021.0,,2020.0,Social Media,Bangalore,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",
Rezo.ai,Seed funding,1000000.0,,Conversational AI platform - Innovate the way you communicate,2021.0,,2017.0,AI startup,Noida,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani",
Mentoria,Series A,200000.0,,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021.0,,2015.0,EdTech,Mumbai,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",
Cuvette Tech,Seed funding,1800000.0,,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021.0,,2020.0,Human Resources,Bangalore,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",
Clensta,,600000.0,,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021.0,,2016.0,BioTechnology,New Delhi,Puneet Gupta,"IAN Fund, World Startup Factory",
FarMart,Series A,24000000.0,,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021.0,,2015.0,AgriTech,Gurugram,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",
Kodo Card,Seed funding,8000000.0,,Kodo card is a corporate card for new economy businesses in India.,2021.0,,2019.0,FinTech,Mumbai,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",
Polygon,,3500000.0,,Polygon is a blockchain scalability platform.,2021.0,,2017.0,Crypto,Mumbai,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures",
Get My Parking,,6000000.0,,"Get My Parking, is a B2B Platform-as-a-Service company.",2021.0,,2015.0,Mobility,New Delhi,"Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund",
Cellestial,Series A,500000.0,,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021.0,,2019.0,Electronics,Hyderabad,Siddhartha Durairajan,"Gurj Aujla, Ashik K",
FanCode,,50000000.0,,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2021.0,,2019.0,Sports startup,Mumbai,Yannick Colaco,Dream Sports,
Jai Kisan,Series A,30000000.0,,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021.0,,2017.0,FinTech,Mumbai,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",
Plum,Series A,15000000.0,,High quality health insurance and health benefits,2021.0,,2019.0,HealthCare,Bangalore,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",
ThatMate,,140000.0,,ThatMate is a sexual and mental wellness app for teens.,2021.0,,2019.0,HealthCare,Satara,Nishant Neeraj,"Supriya Kumari, Premanshu Singh",
Klassroom,Series A,200000.0,,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021.0,,2016.0,EdTech,Mumbai,Alka Javeri,ah! Ventures,
Convin,Pre-Seed funding,300000.0,,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021.0,,2019.0,SaaS startup,Bangalore,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",
Mensa Brands,Series A,50000000.0,,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021.0,,2021.0,Clothing,Bangalore,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",
Disruptium,,200000.0,,A consultancy platform for startups,2021.0,,2021.0,Consulting,Ahmadabad,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,
MedTel Healthcare,Series A,5000000.0,,An aggregator for Digital Health Clinics in low resource settings.,2021.0,,2017.0,HealthCare,Orissia,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",,
Pickright Technologies,,200000.0,,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021.0,,2019.0,FinTech,Bangalore,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",
Ingenium,Seed funding,1000000.0,,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021.0,,2018.0,EdTech,New Delhi,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,
BharatPe,Debt,6000000.0,,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021.0,,2018.0,FinTech,New Delhi,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",
RuleZero,Seed funding,1000000.0,,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021.0,,2019.0,Tech Startup,Bangalore,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",
Rubix Data Sciences,Seed funding,800000.0,,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021.0,,2018.0,IT startup,Mumbai,Mohan Ramaswamy,,
Locobuzz,Series A,4000000.0,,LocoBuzz is an analytics-based integrated marketing platform.,2021.0,,2011.0,Analytics,Mumbai,Vishal Agrawal,Yuj Ventures,
We Founder Circle,Pre-Seed funding,2000000.0,,"A global platform of founders for founders offering investment, network and business opportunities.",2021.0,,2020.0,FinTech,Mumbai,Neeraj Tyagi,Geekster,
Haqdarshak,Series A,800000.0,,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021.0,,2015.0,Finance,Jaipur,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",
Celcius,Seed funding,1000000.0,,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021.0,,2020.0,Logistics,Mumbai,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,
Enthu.ai,,200000.0,,Enthu.AI operates as a conversation intelligence startup.,2021.0,,2020.0,AI startup,Chandigarh,"Tushar Jain, Vishal Verma",Appit Simple Infotek,
Myelin Foundry,Series A,1000000.0,,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021.0,,2019.0,AI startup,Bangalore,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,
SuperOps.ai,Seed funding,3000000.0,,SuperOps.ai is an early stage startup in the MSP space.,2021.0,,2020.0,AI startup,Chennai,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",
6Degree,,1000000.0,,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021.0,,2014.0,Retail,Mumbai,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners",
Teachmint,Series A,16500000.0,,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021.0,,2020.0,EdTech,Bangalore,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",
Sarathi,Seed funding,100000.0,,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021.0,,2020.0,HealthCare,Jodhpur,Aditi Poyam,,
Jidoka Technologies,Seed funding,340000.0,,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021.0,,2018.0,Software,Chennai,Sekar Udayamurthy,,
Rapido,Series C,43000000.0,,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021.0,,2015.0,Transportation,Bangalore,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners",
BYJU'S,,150000000.0,,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021.0,,2011.0,EdTech,Bangalore,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",
ElasticRun,Series D,75000000.0,,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021.0,,2015.0,E-commerce,Pune,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",
Avail Finance,Debt,3000000.0,,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021.0,,2017.0,FinTech,Bangalore,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",
Nivesh,Series A,1600000.0,,Nivesh.com is a mass market mutual funds investment platform.,2021.0,,2016.0,FinTech,Noida,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",
Thingsup,,1000000.0,,Thingsup is an Enterprise Grade IoT Platform.,2021.0,,2020.0,IoT platform,Pune,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,
Arthya Wealth and Investments,Series A,1000000.0,,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021.0,,2020.0,FinTech,Mumbai,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",
Zepto,,60000000.0,,Grocery delivery startup,2021.0,,2021.0,E-commerce,Mumbai,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",
Fi,Series B,50000000.0,,Fi is a neo bank.,2021.0,,2019.0,Financial Services,Bangalore,Sumit Gwalani,"Capital Group, Falcon Edge",
Kiko Live,Series A,1000000.0,,Video-based social commerce startup,2021.0,,2020.0,Commerce,Gurugram,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",
TurboHire,,3500000.0,,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021.0,,2019.0,Computer Software,Hyderabad,Deepak Agrawal,"Arcilla, Samir Khosla",
The Hosteller,Series A,1000000.0,,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021.0,,2015.0,Hospitality,Mumbai,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",
SatSure,,3500000.0,,SatSure is an innovative decision analytics company,2021.0,,2017.0,Defense & Space,Bangalore,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India,
Ruptok Fintech,Series A,2000000.0,,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021.0,,2020.0,Financial Services,New Delhi,Ankur Gupta,Manuvel Malabar Jewellers,
VilCart,,2000000.0,,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021.0,,2017.0,Retail,Bangalore,Prasanna Kumar,Nabventures,
Dogsee Chew,Series A,7000000.0,,100% Natural Dog Treats.,2021.0,,2015.0,Food & Beverages,Bangalore,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,
Advantage Club,Series A,3300000.0,,Advantage Club is India's largest employee engagement platform.,2021.0,,2014.0,HR Tech,Gurugram,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",
TRDR,,150000.0,,TRDR is an all-new approach to investing.,2021.0,,2020.0,Financial Services,Bangalore,Ricky Jacob,"Kunal Shah, Snehal Fulzele",
Zoomcar,,92000000.0,,Zoomcar holds the distinction of being India’s first personal mobility platform,2021.0,,2012.0,Mobility,Bangalore,Greg Moran,SternAegis Ventures,
Leap India,,10000000.0,,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021.0,,2013.0,Logistics & Supply Chain,Mumbai,Anurag Malempati,CDC Group,
SuperBottoms,,400000.0,,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021.0,,2015.0,Consumer Goods,Mumbai,Pallavi Utagi,Alteria Capital,
Cora Health,Seed funding,600000.0,,Social commerce marketplace for everyday health and wellness.,2021.0,,2020.0,"Health, Wellness & Fitness",Bangalore,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,
Battery Smart,Series A,7000000.0,,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021.0,,2019.0,Renewables & Environment,New Delhi,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",
The Good Glamm Group,Series D,150000000.0,,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021.0,,2021.0,Information Technology & Services,Pune,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures",
Mosaic Wellness,Series A,24000000.0,,A platform of digital first health clinics for men and women,2021.0,,2019.0,"Health, Wellness & Fitness",Mumbai,Dhyanesh Shah,Sequoia,
CloudFiles,Pre-Seed funding,300000.0,,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021.0,,2020.0,SaaS startup,Bangalore,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,
The Viral Fever,,2000000.0,,India's leading digital entertainment network.,2021.0,,2012.0,Entertainment,Mumbai,Arunabh Kumar,BlackSoil,
Xpand,Series A,1500000.0,,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021.0,,2021.0,Retail,New Delhi,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",
Troo Good,Series A,7000000.0,,An FMCG company selling nutritious products at an affordable price points.,2021.0,,2018.0,E-commerce,Hyderabad,Raju Bhupati,OAKS Asset Management,
Prodo,Pre-Seed funding,300000.0,,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021.0,,2021.0,Business Supplies & Equipment,New Delhi,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture",
Unnati,Series A,7000000.0,,Fintech powered digital agri ecosystem,2021.0,,2019.0,FinTech,Noida,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",
Lysto,Seed funding,3000000.0,,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021.0,,2021.0,NFT,Bangalore,Sadiq Ahamed,BEENEXT,
Wakefit,Series C,20000000.0,,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2021.0,,2014.0,Furniture,Bangalore,"Ankit Garg, Chaitanya Ramalingegowda",SIG,
Buyofuel,Seed funding,100000.0,,Green Fuels Marketplace,2021.0,,2020.0,Oil & Energy,Coimbatore,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,
ElectricPe,Seed funding,3000000.0,,India's largest Electric Vehicle Charging Platform,2021.0,,2021.0,EV,Bangalore,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",
Vayana Network,Series C,30000000.0,,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2021.0,,2017.0,Financial Services,Pune,Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",
Valuationary,Pre-Seed funding,100000.0,,EdTech platform upskilling candidates to bag deserving finance job roles.,2021.0,,2020.0,E-learning,Surat,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",
Knocksense,,150000.0,,Knocksense is a local news and recommendations platform.,2021.0,,2016.0,Online Media,Lucknow,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels",
Petpooja,,4500000.0,,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021.0,,2011.0,Information Technology & Services,Ahmedabad,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan",
Wingreens Farms,,17000000.0,,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021.0,,2011.0,Food & Beverages,Gurugram,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network",
Doola,,3000000.0,,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,2021.0,,2020.0,Company-as-a-Service,New York,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners,
EyeMyEye,Series A,2000000.0,,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021.0,,2021.0,Eyewear,Gurugram,Ganesh Iyer,2000000,
Bombay Hemp Company,,2000000.0,,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021.0,,2013.0,Textiles,Mumbai,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",
DGV,Series A,3000000.0,,NeoBanking for Bharat,2021.0,,2019.0,Information Technology & Services,Bangalore,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",
GuardianLink,Series A,12000000.0,,Building tech infrastructure to help NFT commerce go mainstream,2021.0,,2017.0,Information Technology & Services,Chennai,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,
Clinikk,Series A,4000000.0,,Transforming health insurance by building India's first managed care model,2021.0,,2016.0,Hospital & Health Care,Bangalore,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures,
Toplyne,,2500000.0,,Toplyne helps sales teams at product-led companies convert their freemium users!,2021.0,,2021.0,Computer Software,Bangalore,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund",
Mensa,Series B,135000000.0,,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021.0,,2021.0,D2C,Bangalore,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",
GENLEAP,Seed funding,8000000.0,,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021.0,,2021.0,Professional Training & Coaching,Haryana,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",
Planys,Series A,1600000.0,,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021.0,,2015.0,Maritime,Chennai,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",
Wonderchef,,20000000.0,,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021.0,,2009.0,Consumer Goods,Mumbai,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group",
GoKwik,Series A,15000000.0,,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021.0,,2020.0,Information Technology & Services,New Delhi,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,
Velocity,Series A,20000000.0,,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021.0,,2020.0,Financial Services,Bangalore,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,
SalaryBox,Seed funding,4000000.0,,SalaryBox is solution that makes employee management effortless.,2021.0,,2020.0,Financial Services,Gurugram,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",
Boingg,Seed funding,200000.0,,D2C furniture brand,2021.0,,2019.0,Furniture,Gurugram,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,
Better Capital,,15000000.0,,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021.0,,2006.0,Venture Capital & Private Equity,Santra,Vaibhav Domkundwar,,
Tickertape,,5000000.0,,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021.0,,2019.0,Financial Services,Bangalore,Ujjwal Ankur,Smallcase,
Zenpay Solutions,,3500000.0,,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021.0,,2019.0,Financial Services,New Delhi,Ankit Bhargava,"The StarupLab, AngelBay",
Disprz,Series B,13000000.0,,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021.0,,2015.0,E-learning,Mumbai,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",
Arbo Works,,3500000.0,,Finance technology,2021.0,,2021.0,Computer Software,"Mountain View, CA",Caesar Sengupta,Sequoia Capital,
Inzpira,Seed funding,300000.0,,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021.0,,2021.0,E-learning,Trivandrum,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate",
Defy,,5500000.0,,Building India's first social crypto exchange,2021.0,,2021.0,Financial Services,Bangalore,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital",
Mindhouse,Seed funding,6000000.0,,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021.0,,2019.0,"Health, Wellness & Fitness",Gurugram,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",
Homversity,,155000.0,,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021.0,,2017.0,Housing Marketplace,Ahmedabad,Saurav Kumar Sinha,,
Toppersnotes,Seed funding,1000000.0,,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021.0,,2015.0,Education Management,Jaipur,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,
NoBroker.com,Series E,2100000.0,,NoBroker is a disruptive force in the Real Estate Industry.,2021.0,,2014.0,Real Estate,Bangalore,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",
Haber,Series B,20000000.0,,"Real-time, automated insights to increase plant efficiency",2021.0,,2017.0,Industrial Automation,Pune,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,
True Balance,,30000000.0,,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021.0,,2014.0,Financial Services,Gurugram,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",
Recordent,,400000.0,,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021.0,,2018.0,Financial Services,Hyderabad,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",
Koparo,Seed funding,700000.0,,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021.0,,2020.0,Consumer Goods,New Delhi,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",
Indifi,,40000000.0,,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021.0,,2015.0,Financial Services,Gurugram,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",
Settl,Seed funding,500000.0,,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021.0,,2020.0,Real Estate,Bangalore,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",
Park+,Series B,25000000.0,,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021.0,,2019.0,Tech startup,New Delhi,Amit Lakhotia,"Sequoia Capital, Matrix Partners",
Simple Energy,Pre-Seed funding,21000000.0,,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021.0,,2019.0,Automotive,Bangalore,Suhas Rajkumar,,
Dream Sports,,840000000.0,,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021.0,,2008.0,Sports,Mumbai,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",
Spinny,Series E,248000000.0,,Spinny is a new age used car end-to-end platform in India.,2021.0,,2015.0,Automotive,Gurugram,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",
Rentomojo,,10000000.0,,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021.0,,2014.0,Furniture Rental,Bangalore,Geetansh Bamania,"Accel, Bain Capital",
Slice,Series B,220000000.0,,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021.0,,2015.0,Financial Services,Bangalore,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners",
21K School,Series A,5000000.0,,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021.0,,2020.0,E-learning,Bangalore,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,
Adda247,Series B,20000000.0,,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021.0,,2016.0,E-learning,Gurugram,"Anil Nagar, Saurabh Bansal",WestBridge Capital,
Loop Health,,12000000.0,,India's first health insurance with unlimited primary care for employees.,2021.0,,2018.0,Hospital & Health Care,Pune,"Amrit Singh, Mayank Kale","Elevation, General Catalyst",
Rupifi,Debt,1000000.0,,Embedded Lending for Small Businesses,2021.0,,2020.0,Financial Services,Bangalore,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,
RENEE Cosmetics,Series A,1500000.0,,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021.0,,2019.0,Cosmetics,Ahmedabad,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",
Svish,Seed funding,400000.0,,D2C personal hygiene startup,2021.0,,2020.0,Consumer Goods,Gurugram,"Ishan, Jaideep Mahajan",Nueva,
Progcap,Series C,30000000.0,,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021.0,,2016.0,FinTech,New Delhi,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global,
Smartstaff,,4300000.0,,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021.0,,2020.0,Recruitment,Bangalore,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners",
D’Moksha Homes,Seed funding,570000.0,,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021.0,,2020.0,Textiles,Mumbai,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",
ANS Commerce,Series A,2200000.0,,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021.0,,2017.0,E-commerce,Gurugram,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",
Mobileware Technologies,,4700000.0,,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021.0,,2008.0,Information Technology & Services,Mumbai,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services,
